K,mu_median,mu_pred_fit,gamma_eff_over_gamma_meas,m_anchor,c_fit,h_ref,lr
1,0.020610690116882324,0.2531716410087437,58.44240724138928,1.204538345336914,0.6612314044929346,1.0,0.08
2,-0.06367754936218262,-0.2406547237221982,18.91621705612113,1.204538345336914,0.6612314044929346,1.0,0.08
3,-0.2574939727783203,-0.5671882244488792,4.677928311642136,1.204538345336914,0.6612314044929346,1.0,0.08
5,-0.6950356960296631,-0.9258716829685399,1.733059686312149,1.204538345336914,0.6612314044929346,1.0,0.08
8,-1.5413649082183838,-1.1239735271636992,0.7814751321471323,1.204538345336914,0.6612314044929346,1.0,0.08
12,-4.4700000286102295,-1.1891369766182112,0.26947166389871763,1.204538345336914,0.6612314044929346,1.0,0.08
20,-4.808289527893066,-1.2039755025661971,0.25051285667165885,1.204538345336914,0.6612314044929346,1.0,0.08
