mode,k,central_half_spread,step_size,learned_slope,analytic_slope
rrm,0,0.800000011920929,0.0,-0.12455759942531586,-0.44768461997438075
rrm,1,0.8262673020362854,1.1002880334854126,-0.3575488030910492,-0.4303884082864545
rrm,2,0.6012445092201233,1.2802263498306274,0.0036418139934539795,-0.6031839844053883
perfgd_analytic,0,0.800000011920929,0.0,-0.12455759942531586,-0.44768461997438075
perfgd_analytic,1,0.4445715844631195,1.3699159622192383,-0.3105764389038086,-0.7629798731954613
perfgd_analytic,2,0.34922993183135986,1.0042083263397217,0.1849592924118042,-0.8802836027214032
perfgd_learned,0,0.800000011920929,0.0,-0.12455759942531586,-0.44768461997438075
perfgd_learned,1,0.94383704662323,0.9024708867073059,-0.24673335254192352,-0.36080348931225004
perfgd_learned,2,1.1270583868026733,0.456622838973999,0.024569906294345856,-0.2741023149505503
