h_ref,epsilon_analytic,epsilon_br,epsilon_sinkhorn,epsilon_cks,modulus_br,gamma,beta
1.8463949935282082,0.21452963477808304,0.0005495264552183614,0.3760467347614334,0.33597012291640244,0.0011505173850886894,0.47763420382908883,1.0
