toxicity_feedback,m_rrm,eps_star,h_SP,h_PO,decision_gap,value_gap,gamma_PO,rrm_stable
0.5,0.0651537800579338,0.4997047476831606,1.5682952136508703,1.4838443472821001,0.0844508663687702,0.0018726750550383323,0.5251510069860893,True
2.0,0.22482718071198657,0.4868893986750908,1.6840906083344631,1.3895390235084593,0.29455158482600385,0.026564357804876468,0.6123596827266233,True
6.0,0.5070774328642345,0.47648403342483403,1.8886795189263892,1.2421605237490347,0.6465189951773544,0.21211451855674104,1.014934026199399,True
