n_bonds,rho_M,stable,m_scalar_max,market_alignment,seconds
8,0.4966561032202226,True,0.5016662204687056,0.1095567932493517,0.002001047134399414
16,0.5009898161192003,True,0.5016662204687056,0.15648297087518911,0.0015044212341308594
32,0.5010184704727554,True,0.5016662204687056,0.11483267674278017,0.002005338668823242
64,0.5010298115780301,True,0.5016662204687056,0.0827396566200599,0.0020003318786621094
128,0.5010446357960299,True,0.5016662204687056,1.6431300764452317e-14,0.07399892807006836
