toxicity_feedback,m_rrm,eps_star,h_SP,h_PO,decision_gap,value_gap,gamma_PO,rrm_stable
0.5,0.0651537800579338,0.4997047476831606,1.5682952136508703,1.4838443472821001,0.0844508663687702,0.0018726750550383323,0.5251510069860893,True
1.0,0.12359332176900123,0.49426843501685563,1.6108549801622558,1.4497052026907367,0.16114977747151915,0.007127199223291261,0.5488952518431289,True
1.5,0.17651381453031298,0.49011457138777914,1.6491896838075377,1.4182392693107821,0.23095041449675557,0.01541661366044737,0.5780714126417951,True
2.0,0.22482718071198657,0.4868893986750908,1.6840906083344631,1.3895390235084593,0.29455158482600385,0.026564357804876468,0.6123596827266233,True
3.0,0.3103218707548553,0.4823476239624031,1.7457966097205135,1.3401703764329314,0.4056262332875822,0.05712963587718644,0.6944474419720171,True
4.0,0.3841914071203432,0.4794696672548224,1.7992203910721107,1.3003212066942815,0.4988991843778292,0.09846632848718914,0.7912107011577718,True
6.0,0.5070774328642345,0.47648403342483403,1.8886795189263892,1.2421605237490347,0.6465189951773544,0.21211451855674104,1.014934026199399,True
