run_id,universe_size,bond_id,rating_bucket,epsilon,n_dealers,br_slope,sinkhorn_wasserstein_tau_shift,dlambda_informed_ddelta,h_tail_mean,h_tail_std,tau_tail_mean,q_tail_mean,hit_cap,stability_label,adversarial_regime,br_slope_z,sinkhorn_wasserstein_tau_shift_z,dlambda_informed_ddelta_z,h_tail_mean_z,h_tail_std_z,tau_tail_mean_z,q_tail_mean_z,stability_code,data_is_synthetic,primary_source
794,20,14,HY,0.65,10,0.0391921514482654,0.028025012025012,-0.094984441629652,2.579288331364784,0.3955307287026468,0.5097771765271766,-0.0557235900944269,False,stable,stress,0.32228,-0.06366,0.77307,-0.07856,0.85054,-0.06279,-2.19416,0,True,simulator_v1
795,20,15,IG,0.65,10,0.015834000542854,0.0228678655365961,-0.2931522142915532,2.880215695362532,0.1744610139675609,0.5644489950623851,0.0145840850079534,False,stable,stress,0.14659,-0.28064,-0.41528,0.07963,-0.55054,0.12357,0.62175,0,True,simulator_v1
796,20,16,IG,0.65,10,0.0403127409161236,0.0107226410238928,-0.29519892188204,2.6999344322980248,0.2055188844905562,0.5409058629646529,-0.0184602763731696,False,stable,stress,0.33071,-0.79164,-0.42756,-0.01514,-0.35371,0.04332,-0.70172,0,True,simulator_v1
797,20,17,IG,0.65,10,0.0851385804120405,0.0199418500718587,-0.3556728052904321,2.943359805295991,0.2642853754827281,0.5702364535718789,0.0242889084509323,False,stable,stress,0.66789,-0.40375,-0.7902,0.11282,0.01874,0.1433,1.01044,0,True,simulator_v1
798,20,18,IG,0.65,10,0.0334063887321022,0.0112152384652384,-0.1510909226727793,2.585288327218641,0.3099688279713224,0.5276917156917157,0.0023816179888462,False,stable,stress,0.27877,-0.77091,0.43662,-0.07541,0.30827,-0.00172,0.13303,0,True,simulator_v1
799,20,19,IG,0.65,10,-0.0402174092186486,0.027115274402813,-0.2316476737111626,2.9284808258749946,0.1872789819171367,0.5758909203541557,-0.0082863053251671,False,stable,stress,-0.27502,-0.10193,-0.04646,0.105,-0.46931,0.16258,-0.29423,0,True,simulator_v1
800,20,0,HY,0.75,1,-0.0388359242912636,0.0225,-0.175795755434943,3.3451625607067994,0.4560737519537771,0.631,0.0095249468982253,False,stable,stress,-0.26463,-0.29612,0.28847,0.32404,1.23425,0.35043,0.41913,0,True,simulator_v1
801,20,1,IG,0.75,1,-0.1855810838377889,0.0208624338624338,-0.5844092901234897,5.601946444631039,0.1284143207593408,0.9542936507936508,0.0129777216558394,True,collapsed_saturated,stress,-1.36843,-0.36502,-2.16187,1.51038,-0.84238,1.45245,0.55742,2,True,simulator_v1
802,20,2,HY,0.75,1,-0.0546956242859526,0.0219206349206349,-0.2377317741635126,4.321191273467187,0.3663843524777231,0.7600555555555555,-0.040986108916685,False,stable,stress,-0.38393,-0.32049,-0.08294,0.83712,0.66582,0.79035,-1.6039,0,True,simulator_v1
803,20,3,IG,0.75,1,-0.0924647379893946,0.0108888888888888,-0.4161264468276118,5.355495504168272,0.2282483946303369,0.9154444444444444,-0.0012059834308383,True,collapsed_saturated,stress,-0.66802,-0.78464,-1.15273,1.38083,-0.20965,1.32003,-0.01066,2,True,simulator_v1
804,20,4,IG,0.75,1,-0.0251886039864466,0.0174264346764346,-0.5223863275151696,5.645617008731929,0.1548313139340271,0.9564126984126984,0.014476954554783,True,collapsed_saturated,stress,-0.16198,-0.50958,-1.78994,1.53334,-0.67495,1.45968,0.61746,2,True,simulator_v1
805,20,5,IG,0.75,1,0.0267890806022615,0.0164695767195767,-0.5133645712101638,5.586271124587625,0.2335684416604893,0.9491031746031746,-0.0098627090632189,True,collapsed_saturated,stress,0.22899,-0.54984,-1.73584,1.50214,-0.17594,1.43476,-0.35737,2,True,simulator_v1
806,20,6,IG,0.75,1,0.0114378358210674,0.0366694440824875,-0.6845119446753679,5.7520820269959145,0.1281881798732543,0.9745,0.0080478090957343,True,collapsed_saturated,stress,0.11352,0.30005,-2.76216,1.5893,-0.84381,1.52133,0.35997,2,True,simulator_v1
807,20,7,IG,0.75,1,0.0257392102113497,0.0268652828652828,-0.5995761993649431,5.579170366356971,0.2277528819340525,0.9507103174603172,0.0018124290215449,True,collapsed_saturated,stress,0.22109,-0.11245,-2.25282,1.49841,-0.21279,1.44024,0.11023,2,True,simulator_v1
808,20,8,IG,0.75,1,-0.04979849349208,0.017667504608681,-0.7090847663631346,5.764976411156178,0.0965430635708431,0.977724867724868,0.0098179261816769,True,collapsed_saturated,stress,-0.34709,-0.49944,-2.90952,1.59608,-1.04437,1.53233,0.43086,2,True,simulator_v1
809,20,9,HY,0.75,1,-0.092451233980412,0.0249444444444444,-0.1816154870259442,3.610067459946256,0.3938513175536313,0.668611111111111,-0.0304039517888289,False,stable,stress,-0.66792,-0.19327,0.25357,0.4633,0.8399,0.47863,-1.18007,0,True,simulator_v1
810,20,10,HY,0.75,1,-0.1165420805574911,0.0165477392977392,-0.3235004717169181,4.868771553619828,0.2889180938686561,0.8496111111111111,0.0192324334189917,False,stable,stress,-0.84913,-0.54655,-0.59727,1.12497,0.17486,1.09562,0.80792,0,True,simulator_v1
811,20,11,IG,0.75,1,-0.0476644381759933,0.0141481481481481,-0.2846368476535958,4.760752149148507,0.3456247183789474,0.8305,-0.0113587008639005,False,stable,stress,-0.33104,-0.64751,-0.36422,1.06818,0.53425,1.03047,-0.41729,0,True,simulator_v1
812,20,12,HY,0.75,1,-0.0413190621201138,0.0319920634920634,-0.2827267866263071,4.654231175602654,0.3664884610179963,0.8185,0.0082603263898086,False,stable,stress,-0.28331,0.10325,-0.35277,1.01219,0.66648,0.98957,0.36848,0,True,simulator_v1
813,20,13,HY,0.75,1,0.0114556579676705,0.0226666666666666,-0.1890245176162502,3.633927728981257,0.5250461978338812,0.6706111111111112,0.0234511471138582,False,stable,stress,0.11365,-0.28911,0.20914,0.47584,1.67138,0.48545,0.97689,0,True,simulator_v1
814,20,14,HY,0.75,1,-0.1290360479637856,0.0493333333333333,-0.2177882953794752,3.934242867721409,0.3664377487543775,0.7089444444444445,-0.0348214327547078,False,stable,stress,-0.9431,0.83287,0.03665,0.63371,0.66616,0.61612,-1.357,0,True,simulator_v1
815,20,15,IG,0.75,1,-0.001106000048128,0.036505291005291,-0.5342729200619624,5.630107812584732,0.2058760904357134,0.9636071428571428,-0.0205437505489879,True,collapsed_saturated,stress,0.01917,0.29314,-1.86122,1.52518,-0.35144,1.4842,-0.78516,2,True,simulator_v1
816,20,16,IG,0.75,1,-0.0278296696156153,0.0186245513745513,-0.5361853285681172,5.5345368187580855,0.194497413275569,0.9428492063492064,0.003375752798833,True,collapsed_saturated,stress,-0.18184,-0.45917,-1.87269,1.47494,-0.42356,1.41344,0.17284,2,True,simulator_v1
817,20,17,IG,0.75,1,0.0030006126816821,0.0275049487549487,-0.6399779918764783,5.721084893910377,0.13161240520324,0.9727193362193362,-0.0092005497222202,True,collapsed_saturated,stress,0.05006,-0.08554,-2.4951,1.57301,-0.82211,1.51526,-0.33085,2,True,simulator_v1
818,20,18,IG,0.75,1,-0.0427709914191758,0.0056951659451659,-0.3042365111115256,4.814952735680231,0.3354592436516391,0.8481666666666666,0.00595559421619,False,stable,stress,-0.29423,-1.00317,-0.48175,1.09668,0.46982,1.09069,0.27617,0,True,simulator_v1
819,20,19,IG,0.75,1,-0.0706632883771105,0.0229253246753246,-0.4345939960209291,5.379067590715695,0.2299160968466314,0.9233531746031748,0.002496786530224,True,collapsed_saturated,stress,-0.50403,-0.27822,-1.26347,1.39322,-0.19908,1.34699,0.13764,2,True,simulator_v1
820,20,0,HY,0.75,2,-0.0349159221713679,0.0291507936507936,-0.1420087901402622,3.4270882166398846,0.4400413764259359,0.634,-0.0114362487233774,False,stable,stress,-0.23515,-0.01629,0.49108,0.36711,1.13264,0.36065,-0.42039,0,True,simulator_v1
821,20,1,IG,0.75,2,-0.0372373102612822,0.0286147712939508,-0.5330496093547987,5.499488466863468,0.1177311575514041,0.9396427368927368,0.0029208319472799,True,collapsed_saturated,stress,-0.25261,-0.03884,-1.85388,1.45652,-0.91008,1.40251,0.15462,2,True,simulator_v1
822,20,2,HY,0.75,2,0.0211738267530298,0.0094748677248677,-0.2066605994855816,4.186671272912631,0.4629580445772215,0.7493730158730159,0.0001047993678743,False,stable,stress,0.18675,-0.84414,0.10338,0.7664,1.27788,0.75393,0.04184,0,True,simulator_v1
823,20,3,IG,0.75,2,-0.1425480484532654,0.0304021164021164,-0.3723897320127508,5.280223403135223,0.1644214367838409,0.9058743386243386,0.0184404073255091,True,collapsed_saturated,stress,-1.04474,0.03636,-0.89045,1.34126,-0.61417,1.28741,0.7762,2,True,simulator_v1
824,20,4,IG,0.75,2,-0.0158868512287153,0.0242319337582495,-0.4825408774299397,5.355589229054106,0.1672605607896607,0.916558043808044,-0.0005253392525892,True,collapsed_saturated,stress,-0.09201,-0.22325,-1.55099,1.38087,-0.59618,1.32382,0.0166,2,True,simulator_v1
825,20,5,IG,0.75,2,-0.1079829025207542,0.0423363395863395,-0.4654846385742511,5.489407443111363,0.1192320331914259,0.9383570226070228,-0.0202158301424191,True,collapsed_saturated,stress,-0.78474,0.53848,-1.44871,1.45122,-0.90057,1.39813,-0.77203,2,True,simulator_v1
826,20,6,IG,0.75,2,-0.0177825862068463,0.0241253183520985,-0.6394968291370864,5.405493223681694,0.1313289454629514,0.9264013532763532,0.0045665457445733,True,collapsed_saturated,stress,-0.10627,-0.22773,-2.49222,1.40711,-0.8239,1.35738,0.22054,2,True,simulator_v1
827,20,7,IG,0.75,2,0.0389117657512623,0.0142846597846597,-0.5560103469050345,5.273504046373953,0.1877473856767732,0.9050733988233988,-0.0026815441311574,True,collapsed_saturated,stress,0.32018,-0.64177,-1.99157,1.33772,-0.46634,1.28468,-0.06976,2,True,simulator_v1
828,20,8,IG,0.75,2,-0.0034587566309574,0.0320389545095427,-0.6610513510700744,5.473369728114284,0.1347737979461608,0.9359712324712324,0.0181983616218333,True,collapsed_saturated,stress,0.00147,0.10522,-2.62147,1.44279,-0.80207,1.39,0.76651,2,True,simulator_v1
829,20,9,HY,0.75,2,-0.086479115891764,0.018531746031746,-0.1500112114632581,3.798766276715713,0.3602435240437199,0.6903888888888889,0.0008248214389041,False,stable,stress,-0.623,-0.46308,0.44309,0.56249,0.6269,0.55287,0.07068,0,True,simulator_v1
830,20,10,HY,0.75,2,0.0635892172078895,0.0661190476190476,-0.2822034172743322,4.9553627182242055,0.4242340559873518,0.8607539682539683,0.007353474994914,False,stable,stress,0.5058,1.53911,-0.34963,1.17049,1.03246,1.1336,0.33216,0,True,simulator_v1
831,20,11,IG,0.75,2,0.008956512739325,0.0437053872053872,-0.2466583891565634,4.646140892645935,0.3837396930073725,0.8167619047619047,-0.003846994229666,False,stable,stress,0.09486,0.59608,-0.13647,1.00793,0.77581,0.98364,-0.11644,0,True,simulator_v1
832,20,12,HY,0.75,2,-0.1345179701159474,0.0402354497354497,-0.2376241902009342,4.83778693051052,0.2572477726840519,0.8519457671957671,-0.0090547700059174,False,stable,stress,-0.98434,0.45008,-0.0823,1.10868,-0.02586,1.10358,-0.32501,0,True,simulator_v1
833,20,13,HY,0.75,2,-0.0567855447725847,0.0268703703703703,-0.1529661793969822,3.6080229816195417,0.4083120463299204,0.6637777777777778,-0.0319047917774194,False,stable,stress,-0.39965,-0.11224,0.42537,0.46222,0.93155,0.46216,-1.24018,0,True,simulator_v1
834,20,14,HY,0.75,2,0.0282786765503346,0.0226428571428571,-0.1801154886962699,4.102130498013735,0.4869288936595566,0.7383253968253969,-0.0741083453007612,False,stable,stress,0.2402,-0.29011,0.26257,0.72196,1.4298,0.71627,-2.93049,0,True,simulator_v1
835,20,15,IG,0.75,2,-0.0761079280760345,0.0307621452621452,-0.4904125973199189,5.442490862327622,0.1268674553279183,0.9315709475709476,-0.0192742629277961,True,collapsed_saturated,stress,-0.54499,0.0515,-1.5982,1.42656,-0.85218,1.375,-0.73432,2,True,simulator_v1
836,20,16,IG,0.75,2,0.0633079978954111,0.0572939097939098,-0.4923150629679562,5.46300345620937,0.183016935027608,0.9319086099086098,0.0225214576914144,True,collapsed_saturated,stress,0.50368,1.1678,-1.60961,1.43734,-0.49632,1.37615,0.93965,2,True,simulator_v1
837,20,17,IG,0.75,2,-0.0158961561621295,0.0296227707477707,-0.5967843953074065,5.405475570341652,0.1332987252777797,0.9269159174159172,0.0014101416348021,True,collapsed_saturated,stress,-0.09208,0.00357,-2.23608,1.4071,-0.81142,1.35913,0.09412,2,True,simulator_v1
838,20,18,IG,0.75,2,-0.0926756629553266,0.0499147426647426,-0.2620057612947725,4.938714761845597,0.2679956793357022,0.8674444444444445,0.0169537797482231,False,stable,stress,-0.66961,0.85733,-0.22851,1.16173,0.04226,1.15641,0.71666,0,True,simulator_v1
839,20,19,IG,0.75,2,-0.1281134880525742,0.0366460206460206,-0.3927629760636055,5.292210198363214,0.1699357293902381,0.9073492063492062,0.0070527977491541,True,collapsed_saturated,stress,-0.93616,0.29906,-1.01262,1.34756,-0.57922,1.29243,0.32012,2,True,simulator_v1
840,20,0,HY,0.75,5,0.0761097938757374,0.0417294372294372,-0.1023738747205404,3.4004429210797955,0.7135412531314129,0.6509516594516594,-0.0016482163942093,False,stable,stress,0.59997,0.51294,0.72876,0.3531,2.86601,0.41844,-0.02837,0,True,simulator_v1
841,20,1,IG,0.75,5,-0.0046943550960448,0.0214179106783595,-0.4548836964796101,4.2665520216319965,0.1639689439846357,0.7580146342162596,-0.005914181894991,False,stable,stress,-0.00782,-0.34165,-1.38514,0.80839,-0.61704,0.78339,-0.19923,0,True,simulator_v1
842,20,2,HY,0.75,5,0.0873924288364498,0.012257215007215,-0.1576228115697106,3.700488225519554,0.525966046655302,0.6813253968253968,0.0031972149032371,False,stable,stress,0.68484,-0.72707,0.39745,0.51083,1.67721,0.52197,0.16569,0,True,simulator_v1
843,20,3,IG,0.75,5,0.001843562853046,0.0233271913271913,-0.3092320579806357,4.294276831339211,0.2275821464240632,0.7640483405483406,0.0045820241742597,False,stable,stress,0.04135,-0.26131,-0.51171,0.82297,-0.21388,0.80396,0.22116,0,True,simulator_v1
844,20,4,IG,0.75,5,-0.0449329582603022,0.0603659523740792,-0.4072016347284047,4.1424697073548975,0.1683783365435656,0.747544363044363,-0.0117296000682207,False,stable,stress,-0.31049,1.29706,-1.09921,0.74317,-0.58909,0.7477,-0.43214,0,True,simulator_v1
845,20,5,IG,0.75,5,0.027232222890852,0.0655998168498168,-0.3964540792312807,4.264688278506895,0.2363570620428159,0.7663600566100566,-0.0038259111244415,False,stable,stress,0.23232,1.51727,-1.03476,0.80741,-0.15826,0.81184,-0.11559,0,True,simulator_v1
846,20,6,IG,0.75,5,0.0442770019162987,0.0282672785995406,-0.5470238288699026,4.126524759033552,0.1919767747708584,0.7457295623766212,-0.0210676293056655,False,stable,stress,0.36053,-0.05346,-1.93768,0.73478,-0.43953,0.74151,-0.80614,0,True,simulator_v1
847,20,7,IG,0.75,5,-0.227775851878663,0.0523557777361956,-0.4575493566239984,4.34721341450587,0.1060548603502998,0.7786031740590563,0.002184663793385,False,stable,stress,-1.68581,0.96004,-1.40113,0.8508,-0.98408,0.85357,0.12514,0,True,simulator_v1
848,20,8,IG,0.75,5,-0.0491000484704092,0.0279165972112869,-0.5613217969414336,4.252220116977068,0.1261475225110667,0.7599518374455445,-0.0078031669149276,False,stable,stress,-0.34184,-0.06822,-2.02342,0.80086,-0.85674,0.78999,-0.27488,0,True,simulator_v1
849,20,9,HY,0.75,5,0.0934192558580916,0.031829365079365,-0.1150468493871214,3.263182618526681,0.6434741521218873,0.6374444444444444,-0.0299571137617482,False,stable,stress,0.73017,0.09641,0.65276,0.28095,2.42195,0.3724,-1.16218,0,True,simulator_v1
850,20,10,HY,0.75,5,0.0411588791744073,0.032776455026455,-0.2274596982449696,4.070213601800563,0.2900166955059771,0.732301948051948,-0.0134762746798064,False,stable,stress,0.33708,0.13625,-0.02134,0.70518,0.18182,0.69574,-0.5021,0,True,simulator_v1
851,20,11,IG,0.75,5,-0.0467233147829709,0.0121320346320346,-0.1985272205654163,3.8183849645755377,0.2651853667431207,0.6982201779701779,0.0123298737530434,False,stable,stress,-0.32396,-0.73234,0.15216,0.5728,0.02444,0.57956,0.53147,0,True,simulator_v1
852,20,12,HY,0.75,5,-0.0111401973154004,0.0181613756613756,-0.1924045781268132,3.924821760656728,0.3021003669183467,0.7118716931216931,0.011737294512341,False,stable,stress,-0.05631,-0.47866,0.18887,0.62875,0.2584,0.6261,0.50774,0,True,simulator_v1
853,20,13,HY,0.75,5,0.0180835164673573,0.0830396825396825,-0.1117037695226983,3.581951336862758,0.4573571581251425,0.6618015873015872,-0.0200024392654666,False,stable,stress,0.16351,2.25103,0.67281,0.44852,1.24238,0.45542,-0.76348,0,True,simulator_v1
854,20,14,HY,0.75,5,-0.0086749145069457,0.0093769841269841,-0.1365398833675823,3.6941686151829143,0.3362848929831837,0.6725873015873016,0.0162131202494775,False,stable,stress,-0.03776,-0.84826,0.52388,0.50751,0.47506,0.49219,0.687,0,True,simulator_v1
855,20,15,IG,0.75,5,0.0278334213971635,0.0349676091881974,-0.4085530820241224,4.472430842147113,0.186492392035638,0.785995064848006,0.0027703612928941,False,stable,stress,0.23685,0.22845,-1.10731,0.91662,-0.47429,0.87877,0.1486,0,True,simulator_v1
856,20,16,IG,0.75,5,0.0886939131761659,0.0284898940928352,-0.4099374244757801,4.209589501305728,0.2745077597482694,0.7561367989309166,0.0206805088025848,False,stable,stress,0.69463,-0.0441,-1.11561,0.77845,0.08353,0.77699,0.86592,0,True,simulator_v1
857,20,17,IG,0.75,5,0.0680982046620971,0.0424367321275216,-0.4981541611228242,4.291516877222196,0.2303992318150013,0.7655303443832855,0.0050023588386535,False,stable,stress,0.53971,0.5427,-1.64462,0.82152,-0.19602,0.80901,0.23799,0,True,simulator_v1
858,20,18,IG,0.75,5,0.0815652995959742,0.0250709198209198,-0.211868513201534,4.1431217419896464,0.4365763903618085,0.7446092796092796,-0.0148389865369061,False,stable,stress,0.64101,-0.18795,0.07215,0.74351,1.11068,0.73769,-0.55668,0,True,simulator_v1
859,20,19,IG,0.75,5,-0.1369552573996884,0.0365039400743735,-0.3298294754504416,4.051777383763209,0.159970684904529,0.7343402430902431,0.005131617461078,False,stable,stress,-1.00267,0.29309,-0.63523,0.69549,-0.64238,0.70269,0.24317,0,True,simulator_v1
860,20,0,HY,0.75,10,-0.0126519781689702,0.0128002645502645,-0.0800081101143068,2.7258361028424787,0.3645633143744862,0.5453690476190477,-0.0044640320484185,False,stable,stress,-0.06768,-0.70423,0.86288,-0.00152,0.65428,0.05853,-0.14115,0,True,simulator_v1
861,20,1,IG,0.75,10,-0.1612789307705344,0.035586027719333,-0.3629116542674393,3.4235237108013417,0.1045249082345987,0.6381461515805303,-0.0060297605253325,False,stable,stress,-1.18563,0.25446,-0.83361,0.36523,-0.99378,0.37479,-0.20386,0,True,simulator_v1
862,20,2,HY,0.75,10,-0.0205223817813465,0.0336108058608058,-0.1239580350227968,3.1300153088330247,0.2820094001768748,0.6018826913826912,0.0098064613927075,False,stable,stress,-0.12688,0.17136,0.59933,0.21094,0.13107,0.25117,0.4304,0,True,simulator_v1
863,20,3,IG,0.75,10,0.0254618374347972,0.0464076661356073,-0.24930372008478,3.277501970961445,0.2015196924523873,0.6235293228013816,-0.0076605493094532,False,stable,stress,0.21901,0.70978,-0.15234,0.28847,-0.37905,0.32496,-0.26917,0,True,simulator_v1
864,20,4,IG,0.75,10,0.0267145508806936,0.0115010676028477,-0.323966717165625,3.319339456032357,0.1760474080715859,0.6228487310619664,-0.0634653984911768,False,stable,stress,0.22843,-0.75889,-0.60007,0.31047,-0.54049,0.32264,-2.50423,0,True,simulator_v1
865,20,5,IG,0.75,10,-0.0174683701747623,0.0189657113973307,-0.319951147185162,3.1577417138292465,0.1727466601252816,0.6041060122797739,0.0068709719149758,False,stable,stress,-0.10391,-0.44482,-0.57599,0.22552,-0.56141,0.25875,0.31283,0,True,simulator_v1
866,20,6,IG,0.75,10,0.0511498713175321,0.0234580243343253,-0.4325953453495529,3.3193316879228374,0.1851589001001011,0.62968182140162,0.0015854572143036,False,stable,stress,0.41223,-0.25581,-1.25149,0.31046,-0.48274,0.34593,0.10114,0,True,simulator_v1
867,20,7,IG,0.75,10,-0.0344601206805091,0.0172365159467494,-0.3725127324944648,3.217332875309085,0.1531375547282532,0.612984232414186,-0.0004902942303005,False,stable,stress,-0.23172,-0.51757,-0.89119,0.25684,-0.68569,0.28902,0.018,0,True,simulator_v1
868,20,8,IG,0.75,10,0.0094472560138788,0.0244109008809002,-0.4519737070002885,3.251964362304632,0.1500126216194119,0.61775006792388,-0.0148513607256198,False,stable,stress,0.09855,-0.21572,-1.36769,0.27505,-0.70549,0.30526,-0.55717,0,True,simulator_v1
869,20,9,HY,0.75,10,-0.004908491983826,0.0305984848484848,-0.0871872536585551,3.096621572321149,0.3632551560030843,0.5853928571428572,0.0981003674803377,False,stable,stress,-0.00943,0.04462,0.81983,0.19339,0.64599,0.19496,3.96668,0,True,simulator_v1
870,20,10,HY,0.75,10,0.1038446395731859,0.0434066581566581,-0.1791327977958884,3.51814736728252,0.3550708723442419,0.6445928053428054,-0.0044083217235941,False,stable,stress,0.80859,0.58351,0.26846,0.41498,0.59412,0.39676,-0.13892,0,True,simulator_v1
871,20,11,IG,0.75,10,0.0657406601568874,0.0336632811632811,-0.1555087598425863,3.228866330390356,0.3299874933445859,0.6075690235690235,-0.0153940611594132,False,stable,stress,0.52198,0.17357,0.41013,0.26291,0.43514,0.27056,-0.57891,0,True,simulator_v1
872,20,12,HY,0.75,10,-0.0552572279657509,0.0204949217449217,-0.1508046070799418,3.3637285024992805,0.2114137046286919,0.6281550486550487,-0.0328786699980793,False,stable,stress,-0.38815,-0.38048,0.43834,0.3338,-0.31635,0.34073,-1.27919,0,True,simulator_v1
873,20,13,HY,0.75,10,-0.029857585670176,0.0391984126984127,-0.0866775088816337,2.9552845328031285,0.3790628802658065,0.5652590187590187,0.038449384115764,False,stable,stress,-0.1971,0.40645,0.82289,0.11909,0.74617,0.12633,1.57759,0,True,simulator_v1
874,20,14,HY,0.75,10,0.0066111693971685,0.0236812169312169,-0.1065469424436726,3.1635438227557917,0.3597500011694773,0.6002222222222222,-0.0305268488696473,False,stable,stress,0.07722,-0.24642,0.70374,0.22857,0.62377,0.24551,-1.185,0,True,simulator_v1
875,20,15,IG,0.75,10,-0.084418000558678,0.0138806053820894,-0.330452730942461,3.348730422838148,0.1354824592776403,0.6231417993824476,0.0535445011174999,False,stable,stress,-0.60749,-0.65877,-0.63896,0.32592,-0.79758,0.32364,2.18217,0,True,simulator_v1
876,20,16,IG,0.75,10,0.004732396154969,0.0098132144853944,-0.330672842213435,3.32604027994373,0.2013172995646006,0.6255333092689903,0.0104368671383171,False,stable,stress,0.06308,-0.8299,-0.64028,0.31399,-0.38034,0.33179,0.45565,0,True,simulator_v1
877,20,17,IG,0.75,10,-0.0546206207476663,0.0268488777199976,-0.401792672937334,3.3917057139112043,0.1325149786752227,0.6384008989853518,0.0032241742013582,False,stable,stress,-0.38336,-0.11314,-1.06677,0.34851,-0.81639,0.37566,0.16677,0,True,simulator_v1
878,20,18,IG,0.75,10,0.052135921542068,0.0197228974728974,-0.1692844168541951,3.0902126565476737,0.3412799324188081,0.5942186887186888,-0.0058101924218969,False,stable,stress,0.41965,-0.41296,0.32752,0.19002,0.50671,0.22505,-0.19506,0,True,simulator_v1
879,20,19,IG,0.75,10,-0.1194336661292537,0.0238834259422494,-0.2615394188523704,3.2987557854844467,0.146751103428614,0.6305728068228069,0.0111515914039772,False,stable,stress,-0.87088,-0.23791,-0.22571,0.29965,-0.72616,0.34897,0.48428,0,True,simulator_v1
880,20,0,HY,0.85,1,-0.2040477202074441,0.0203333333333333,-0.1859348692658691,3.719048826613814,0.3245724408991519,0.6847222222222222,-0.0017825461293136,False,stable,crisis,-1.50733,-0.38728,0.22767,0.52058,0.40083,0.53355,-0.03375,0,True,simulator_v1
881,20,1,IG,0.85,1,0.0384407834449085,0.0179123885373885,-0.6585863850013919,5.729700727425715,0.1678507227770108,0.972436507936508,0.0145071594432336,True,collapsed_saturated,crisis,0.31663,-0.48914,-2.60669,1.57754,-0.59244,1.5143,0.61867,2,True,simulator_v1
882,20,2,HY,0.85,1,-0.2196653084977655,0.0206349206349206,-0.2596732122415505,4.593619639404213,0.2697671346493429,0.8052777777777778,0.0250203397660046,False,stable,crisis,-1.6248,-0.37459,-0.21452,0.98033,0.05348,0.9445,1.03974,0,True,simulator_v1
883,20,3,IG,0.85,1,-0.1024393667699927,0.0097863155363155,-0.4672010199087749,5.441661917739413,0.1962185752844353,0.93194708994709,0.024737675706364,True,collapsed_saturated,crisis,-0.74305,-0.83103,-1.45901,1.42612,-0.41265,1.37628,1.02842,2,True,simulator_v1
884,20,4,IG,0.85,1,-0.0497549797351418,0.0410093969211616,-0.5729494704421552,5.799890971526439,0.0752789555592709,0.9820436507936507,0.0167653838172846,True,collapsed_saturated,crisis,-0.34676,0.48265,-2.09315,1.61443,-1.17913,1.54705,0.70912,2,True,simulator_v1
885,20,5,IG,0.85,1,-0.0062973999133645,0.0054380341880341,-0.5726232275611476,5.705147552078377,0.143252417040573,0.9681917989417992,-0.0069238174402345,True,collapsed_saturated,crisis,-0.01988,-1.01398,-2.09119,1.56463,-0.74834,1.49983,-0.23967,2,True,simulator_v1
886,20,6,IG,0.85,1,-0.016990922875784,0.009277479601009,-0.7744996574231735,5.717043973098354,0.1108654333006523,0.9733161375661376,0.0014207193489934,True,collapsed_saturated,crisis,-0.10032,-0.85244,-3.30179,1.57088,-0.9536,1.5173,0.09454,2,True,simulator_v1
887,20,7,IG,0.85,1,0.0310321131513883,0.0189138018843901,-0.6699301601791935,5.686543048018833,0.2015830516046293,0.9644219576719576,-0.0095143739550098,True,collapsed_saturated,crisis,0.26091,-0.447,-2.67472,1.55485,-0.37865,1.48698,-0.34342,2,True,simulator_v1
888,20,8,IG,0.85,1,-0.1018736194149287,0.021356196120128,-0.8042669419802195,5.765542152175845,0.1050197374814573,0.9783968253968254,0.0159844022955809,True,collapsed_saturated,crisis,-0.73879,-0.34424,-3.4803,1.59638,-0.99065,1.53462,0.67784,2,True,simulator_v1
889,20,9,HY,0.85,1,-0.1138187993237993,0.0226666666666666,-0.2045945301160248,3.902036526983124,0.3791918203533898,0.7036111111111111,-0.0104137299126331,False,stable,crisis,-0.82864,-0.28911,0.11577,0.61678,0.74699,0.59794,-0.37944,0,True,simulator_v1
890,20,10,HY,0.85,1,-0.0091199661546851,0.0134007936507936,-0.3569918180112606,5.035121326115464,0.3479705401085268,0.8662777777777777,-0.0342568874789238,False,stable,crisis,-0.04111,-0.67896,-0.79811,1.21241,0.54912,1.15243,-1.33439,0,True,simulator_v1
891,20,11,IG,0.85,1,-0.0469460977903824,0.0195180375180375,-0.3116767061290396,4.955124416994837,0.3140175569092007,0.8668333333333333,-0.0241616069953888,False,stable,crisis,-0.32563,-0.42158,-0.52637,1.17036,0.33393,1.15432,-0.93006,0,True,simulator_v1
892,20,12,HY,0.85,1,-0.0837601066084301,0.0244060846560846,-0.3163188334449853,4.671746402103271,0.3166306964629564,0.824218253968254,0.0071347762582378,False,stable,crisis,-0.60254,-0.21592,-0.55421,1.02139,0.35049,1.00906,0.3234,0,True,simulator_v1
893,20,13,HY,0.85,1,-0.0189550620683025,0.0374444444444444,-0.2045152862742117,3.835287249316965,0.4730131741829789,0.7008888888888888,-0.0117068617342208,False,stable,crisis,-0.11509,0.33266,0.11625,0.58169,1.34161,0.58866,-0.43123,0,True,simulator_v1
