date,regime,vix_close,h_decimal,A,k_decay,sigma_annual,informed_share,informed_imputed,gamma,epsilon_at_h,modulus_at_h,eps_star,fragility,stable_at_h,regime_order
1990-01-16,elevated,24.18,0.01906676677497784,1.2211006186909803,14.4996,0.0578830488620253,0.7154442150091062,True,44.905754310875516,15.332170634055569,0.3414299763881784,44.905754310875516,1.3403013456900097,True,2
1990-01-17,elevated,24.16,0.01905144858750799,1.2220291114490551,14.4996,0.0578830488620253,0.7154442150091062,True,44.93148425171116,15.362338929680293,0.3419058859399962,44.93148425171116,1.3395338243205097,True,2
1990-01-18,elevated,24.34,0.019189312274736674,1.2137231632322796,14.4996,0.0578830488620253,0.7154442150091062,True,44.7014020529722,15.093259872619447,0.3376462298594926,44.7014020529722,1.3464285272477166,True,2
1990-01-19,elevated,22.5,0.017780039027510037,1.3043478260869563,14.4996,0.0578830488620253,0.7154442150091062,True,47.22191959783643,18.122905896754435,0.3837816431669324,47.22191959783643,1.2745615477869945,True,2
1990-01-22,elevated,26.7,0.020996858396179548,1.114413075780089,14.4996,0.0578830488620253,0.7154442150091062,True,41.967083289835514,12.020569832384618,0.2864285265994651,41.967083289835514,1.4341535845229645,True,2
1990-01-23,elevated,24.72,0.01948035783666392,1.196553924696873,14.4996,0.0578830488620253,0.7154442150091062,True,44.22643969646205,14.542776335146355,0.32882539121297893,44.22643969646205,1.360888268311278,True,2
1990-01-24,elevated,25.39,0.01999351711690405,1.1674363098635394,14.4996,0.0578830488620253,0.7154442150091062,True,43.42299800269647,13.627234082749967,0.3138252702382214,43.42299800269647,1.386068343976478,True,2
1990-01-25,elevated,25.63,0.02017733536654231,1.157347873051798,14.4996,0.0578830488620253,0.7154442150091062,True,43.14525673489277,13.315432040491196,0.30861867672518994,43.14525673489277,1.3949909558289013,True,2
1990-01-26,elevated,26.28,0.02067517645931259,1.1308805790108565,14.4996,0.0578830488620253,0.7154442150091062,True,42.41821025484043,12.51097506360648,0.29494349215685794,42.41821025484043,1.418901046755581,True,2
1990-01-29,elevated,26.44,0.02079772195907143,1.1245501799280286,14.4996,0.0578830488620253,0.7154442150091062,True,42.244674711268786,12.321525176716081,0.291670494824033,42.244674711268786,1.424729704831564,True,2
1990-01-30,elevated,27.25,0.02141810855160055,1.0935601458080195,14.4996,0.0578830488620253,0.7154442150091062,True,41.397238544590365,11.410970653384457,0.2756456965382682,41.397238544590365,1.453895115908799,True,2
1990-01-31,elevated,25.36,0.019970539835699273,1.168709744442136,14.4996,0.0578830488620253,0.7154442150091062,True,43.458079966947196,13.666791892448556,0.31448218381583065,43.458079966947196,1.3849494266168194,True,2
1990-02-01,elevated,24.87,0.01959524424268783,1.1899095668729178,14.4996,0.0640870604146522,0.7154442150091062,True,44.04287038551923,14.3318423139238,0.32540663649924007,44.04287038551923,1.3665604081944727,True,2
1990-02-02,elevated,24.32,0.019173994087266825,1.2146404664219388,14.4996,0.0640870604146522,0.7154442150091062,True,44.726802370335854,15.122888603116092,0.33811691875263683,44.726802370335854,1.3456638915016508,True,2
1990-02-05,elevated,24.54,0.019342494149435226,1.20462576292965,14.4996,0.0640870604146522,0.7154442150091062,True,44.449626560584576,14.800608718839118,0.33297487209855353,44.449626560584576,1.354055086380907,True,2
1990-02-06,elevated,24.69,0.019457380555459137,1.1978917105893625,14.4996,0.0640870604146522,0.7154442150091062,True,44.263416043488746,14.585388637533352,0.3295133982249185,44.263416043488746,1.3597514225507927,True,2
1990-02-07,elevated,24.29,0.019151016806062043,1.2160190239420634,14.4996,0.0640870604146522,0.7154442150091062,True,44.76497951372326,15.167457037588369,0.3388241701962266,44.76497951372326,1.3445162621741011,True,2
1990-02-08,elevated,23.77,0.018752743931845815,1.2404211919069408,14.4996,0.0640870604146522,0.7154442150091062,True,45.44165851732485,15.964492861617623,0.3513184461683123,45.44165851732485,1.3244948555111546,True,2
1990-02-09,elevated,23.69,0.018691471181966398,1.244262567051927,14.4996,0.0640870604146522,0.7154442150091062,True,45.54833230712212,16.091346144391906,0.3532806873343154,45.54833230712212,1.3213929003209692,True,2
1990-02-12,elevated,24.38,0.019219948649676386,1.211892707098998,14.4996,0.0640870604146522,0.7154442150091062,True,44.65072366664586,15.034202154192078,0.33670679710444745,44.65072366664586,1.3479567180464613,True,2
1990-02-13,elevated,23.76,0.018745084838110892,1.2409000661813367,14.4996,0.0640870604146522,0.7154442150091062,True,45.45495449954281,15.980286321826323,0.35156313536706,45.45495449954281,1.3241074288765766,True,2
1990-02-14,elevated,22.05,0.017435379809438302,1.328609388839681,14.4996,0.0640870604146522,0.7154442150091062,True,47.90021648937601,18.967613288612725,0.395981786278975,47.90021648937601,1.2565129626385008,True,2
1990-02-15,normal,19.71,0.015061216899304137,1.4708766424789173,16.6662,0.0640870604146522,0.7154442150091062,True,55.11732085567388,25.313019803115672,0.4592570794469213,55.11732085567388,1.0919841893203273,True,1
1990-02-16,elevated,20.78,0.016462674905102524,1.402218621463293,14.4996,0.0640870604146522,0.7154442150091062,True,49.966160245514175,21.611234048730495,0.4325174066316351,49.966160245514175,1.2045600990021013,True,2
1990-02-20,elevated,22.78,0.017994493652088005,1.2896939126447322,14.4996,0.0640870604146522,0.7154442150091062,True,46.812912382269204,17.61938299471997,0.37637869763030307,46.812912382269204,1.285697468267064,True,2
1990-02-21,elevated,23.89,0.018844653056664946,1.2347033968062335,14.4996,0.0640870604146522,0.7154442150091062,True,45.282952376660546,15.776367169412262,0.34839528655696966,45.282952376660546,1.3291368997201856,True,2
1990-02-22,elevated,22.54,0.017810675402449745,1.3022340548674616,14.4996,0.0640870604146522,0.7154442150091062,True,47.162889589349845,18.049961059605582,0.3827153343819196,47.162889589349845,1.2761568143119602,True,2
1990-02-23,elevated,23.69,0.018691471181966398,1.244262567051927,14.4996,0.0640870604146522,0.7154442150091062,True,45.54833230712212,16.091346144391906,0.3532806873343154,45.54833230712212,1.3213929003209692,True,2
1990-02-26,elevated,23.56,0.018591902963412343,1.2505558025789243,14.4996,0.0640870604146522,0.7154442150091062,True,45.72318032088124,16.29996993641005,0.3564924797885515,45.72318032088124,1.3163398195336076,True,2
1990-02-27,elevated,22.69,0.01792556180847366,1.2943680607490071,14.4996,0.0640870604146522,0.7154442150091062,True,46.943316013849035,17.779437816737435,0.3787426906844888,46.943316013849035,1.2821259349112704,True,2
1990-02-28,elevated,21.99,0.017389425247028738,1.3319126265316996,14.4996,0.0640870604146522,0.7154442150091062,True,47.992673190600385,19.083670056815173,0.3976371555930085,47.992673190600385,1.2540923214062474,True,2
1990-03-01,elevated,21.9,0.017320493403414388,1.3368983957219254,14.4996,0.0637951850350596,0.7154442150091062,True,48.13227048639162,19.259311431986415,0.4001330341861097,48.13227048639162,1.250455096422432,True,2
1990-03-02,elevated,21.34,0.01689158415425846,1.368779656892566,14.4996,0.0637951850350596,0.7154442150091062,True,49.02622069223712,20.395607101033303,0.41601426365428107,49.02622069223712,1.2276541426661824,True,2
1990-03-05,elevated,22.03,0.01742006162196845,1.3297086460611076,14.4996,0.0637951850350596,0.7154442150091062,True,47.93098162329704,19.006207225684115,0.39653281827314113,47.93098162329704,1.2557064531897082,True,2
1990-03-06,elevated,20.55,0.01628651574919919,1.41643059490085,14.4996,0.0637951850350596,0.7154442150091062,True,50.366326859057665,22.135050205939212,0.43948112928466493,50.366326859057665,1.1949897220124082,True,2
1990-03-07,normal,19.1,0.014611392487469288,1.5131136516476127,16.6662,0.0637951850350596,0.7154442150091062,True,56.48159564552104,26.978320456824594,0.4776479868971967,56.48159564552104,1.065608048855897,True,1
1990-03-08,normal,19.74,0.015083339411361585,1.4688601645123385,16.6662,0.0637951850350596,0.7154442150091062,True,55.05229153900248,25.234341770275968,0.45837041592352945,55.05229153900248,1.0932740717877476,True,1
1990-03-09,elevated,20.3,0.016095038405826007,1.4322087842138764,14.4996,0.0637951850350596,0.7154442150091062,True,50.811050190196596,22.72147491867816,0.4471758570946051,50.811050190196596,1.1845305835403466,True,2
1990-03-12,elevated,20.07,0.01591887924992268,1.447038394752074,14.4996,0.0637951850350596,0.7154442150091062,True,51.229462915819724,23.277247090350368,0.45437226481565013,51.229462915819724,1.174856020469922,True,2
1990-03-13,elevated,21.05,0.016669470435945563,1.3858946720049274,14.4996,0.0637951850350596,0.7154442150091062,True,49.50702221491399,21.014811071566218,0.42448141963253666,49.50702221491399,1.215731430398171,True,2
1990-03-14,normal,19.65,0.01501697187518923,1.4749262536873158,16.6662,0.0637951850350596,0.7154442150091062,True,55.24794584840406,25.471256706696334,0.461035361868248,55.24794584840406,1.0894023661484245,True,1
1990-03-15,normal,18.81,0.014397541537580584,1.5340560441808142,16.6662,0.0637951850350596,0.7154442150091062,True,57.15952600877124,27.81597720534311,0.4866376463841687,57.15952600877124,1.0529695946543636,True,1
1990-03-16,normal,17.62,0.013520015225968334,1.6264276420413477,16.6662,0.0637951850350596,0.7154442150091062,True,60.16041974541544,31.599700527282046,0.5252573147096454,60.16041974541544,1.0004458610293858,True,1
