run_id,universe_size,bond_id,rating_bucket,epsilon,n_dealers,br_slope,sinkhorn_wasserstein_tau_shift,dlambda_informed_ddelta,h_tail_mean,h_tail_std,tau_tail_mean,q_tail_mean,hit_cap,stability_label,adversarial_regime,br_slope_z,sinkhorn_wasserstein_tau_shift_z,dlambda_informed_ddelta_z,h_tail_mean_z,h_tail_std_z,tau_tail_mean_z,q_tail_mean_z,stability_code,data_is_synthetic,primary_source,split,episode_id
988,20,8,IG,0.95,2,-0.0400529309622135,0.0232448186488434,-0.8266179928177945,5.574041248987982,0.0771097790092912,0.9502508172655232,0.0539023587682777,True,collapsed_saturated,crisis,-0.27379,-0.26478,-3.61433,1.49571,-1.16753,1.43867,2.1965,2,True,simulator_v1,held_out,8_e0.95_n2_u20
989,20,9,HY,0.95,2,0.0023733336393075,0.0238253968253968,-0.1794110593692952,4.3996631697610376,0.4370151181046079,0.77,-0.0424338664747653,False,stable,crisis,0.04534,-0.24035,0.26679,0.87837,1.11346,0.82424,-1.66189,0,True,simulator_v1,held_out,9_e0.95_n2_u20
990,20,10,HY,0.95,2,0.019993252774763,0.0576473063973063,-0.3373749026352333,5.371556640546785,0.2778354858148831,0.9148994708994708,0.010397399623526,True,collapsed_saturated,crisis,0.17787,1.18267,-0.68047,1.38927,0.10462,1.31817,0.45407,2,True,simulator_v1,held_out,10_e0.95_n2_u20
991,20,11,IG,0.95,2,-0.0128187692662705,0.0454894179894179,-0.2996396489426834,5.110974185499037,0.2729638644700494,0.8861468253968254,0.0065141050779618,True,collapsed_saturated,crisis,-0.06893,0.67114,-0.45419,1.25229,0.07374,1.22016,0.29854,2,True,simulator_v1,held_out,11_e0.95_n2_u20
992,20,12,HY,0.95,2,0.0358557272180739,0.0184391534391534,-0.2946320733632846,4.973251699064849,0.3885862599502669,0.8597433862433862,-0.0244114882826494,False,stable,crisis,0.29719,-0.46697,-0.42416,1.17989,0.80653,1.13016,-0.94007,0,True,simulator_v1,held_out,12_e0.95_n2_u20
993,20,13,HY,0.95,2,-0.0030319473135503,0.0271388888888888,-0.183111612018576,4.187657599615895,0.4376912705461814,0.7458809523809524,0.0083167460279548,False,stable,crisis,0.00468,-0.10094,0.2446,0.76692,1.11774,0.74203,0.37074,0,True,simulator_v1,held_out,13_e0.95_n2_u20
994,20,14,HY,0.95,2,-0.1393462853360703,0.0112645502645502,-0.2141357305225965,4.666592155546257,0.2868350888449522,0.8156851851851852,-0.0425945726293498,False,stable,crisis,-1.02066,-0.76884,0.05856,1.01869,0.16166,0.97997,-1.66832,0,True,simulator_v1,held_out,14_e0.95_n2_u20
995,20,15,IG,0.95,2,0.037136813190006,0.0297899007310772,-0.6076652063954443,5.598300557270782,0.1376452850573696,0.9518038350538351,0.0224131959104762,True,collapsed_saturated,crisis,0.30682,0.0106,-2.30133,1.50846,-0.78387,1.44397,0.93532,2,True,simulator_v1,held_out,15_e0.95_n2_u20
996,20,16,IG,0.95,2,-0.094987903429357,0.0191600382188617,-0.611698032455875,5.511570458402822,0.1036568861545268,0.942977355977356,-0.0276249050159343,True,collapsed_saturated,crisis,-0.687,-0.43664,-2.32551,1.46287,-0.99928,1.41388,-1.06877,2,True,simulator_v1,held_out,16_e0.95_n2_u20
997,20,17,IG,0.95,2,-0.0189721329042967,0.0259233814144804,-0.7444471835950998,5.5405749806740445,0.104766434549743,0.945402545167251,0.0020218002831788,True,collapsed_saturated,crisis,-0.11522,-0.15208,-3.12157,1.47812,-0.99225,1.42215,0.11862,2,True,simulator_v1,held_out,17_e0.95_n2_u20
