h_ref,epsilon_analytic,epsilon_analytic_realized,epsilon_br,epsilon_sinkhorn,epsilon_cks,modulus_br,gamma,gamma_realized,beta,realized_mispricing,realized_rho
1.0,0.7635971630323577,1.7264821938356447,0.5075648775739684,4.577734505385161,4.010522709142209,0.5407822132110596,0.7173476201113225,0.9385753916722721,1.0,0.44593766927719114,2.3219654478132723
